user_id,algorithm,rank,item_id,score
5629,UserCF,3,3716319,0.5123
5629,ItemCF,1,189250,0.4587
5629,ItemCF,2,1692600,0.3162
5629,ItemCF,3,478262,0.2604
6041,UserCF,1,2469337,1.0079
6041,UserCF,2,4539052,0.6664
6041,UserCF,3,2364679,0.622
6041,ItemCF,1,2469337,0.4326
6041,ItemCF,2,1479532,0.2722
6041,ItemCF,3,3701586,0.2309
6252,UserCF,1,2751559,0.5774
6252,UserCF,2,4637129,0.5774
6252,UserCF,3,3056863,0.5774
6252,ItemCF,1,1404045,0.5
6252,ItemCF,2,4651640,0.378
6252,ItemCF,3,4406761,0.3536
6474,UserCF,1,1500142,0.6969
6474,UserCF,2,1037004,0.622
6474,UserCF,3,1876212,0.5
6474,ItemCF,1,5083960,0.2357
6474,ItemCF,2,810432,0.1826
6474,ItemCF,3,1500142,0.1721
6553,UserCF,1,3360483,0.8165
6553,UserCF,2,2458681,0.8165
6553,UserCF,3,2027792,0.5477
6553,ItemCF,1,690638,0.3062
6553,ItemCF,2,2604841,0.2357
6553,ItemCF,3,2308582,0.2041
6569,UserCF,1,4587798,0.9526
6569,UserCF,2,3803465,0.5477
6569,UserCF,3,4504505,0.5443
6569,ItemCF,1,4587798,0.4766
6569,ItemCF,2,4484681,0.2887
6569,ItemCF,3,19459,0.2887
6703,UserCF,1,2541613,0.25
6703,UserCF,2,4301452,0.2357
6703,UserCF,3,3997635,0.2041
6703,ItemCF,1,2541613,0.3128
6703,ItemCF,2,288652,0.25
6703,ItemCF,3,4301452,0.2357
6834,UserCF,1,3530272,0.9526
6834,UserCF,2,3996952,0.9246
6834,UserCF,3,3676378,0.5477
6834,ItemCF,1,454408,0.6708
6834,ItemCF,2,2028434,0.3536
6834,ItemCF,3,1188980,0.3354
6971,UserCF,1,431609,0.6969
6971,UserCF,2,1762339,0.5477
6971,UserCF,3,3845720,0.5222
6971,ItemCF,1,2189117,0.4804
6971,ItemCF,2,1762339,0.416
6971,ItemCF,3,4603364,0.3721
7127,UserCF,1,2032668,1.755
7127,UserCF,2,4926774,1.1396
7127,UserCF,3,2338453,0.9856
7127,ItemCF,1,4926774,0.3245
7127,ItemCF,2,2032668,0.1706
7127,ItemCF,3,4170014,0.1581
7142,UserCF,1,5075927,0.5222
7142,UserCF,2,4336726,0.5164
7142,UserCF,3,37566,0.5
7142,ItemCF,1,4052292,0.3162
7142,ItemCF,2,37566,0.2739
7142,ItemCF,3,2580621,0.25
8049,UserCF,1,3084376,1.2247
8049,UserCF,2,3783464,1.2024
8049,UserCF,3,2867686,1.1522
8049,ItemCF,1,3084376,0.2657
8049,ItemCF,2,1898852,0.2535
8049,ItemCF,3,77819,0.2306
8783,UserCF,1,4568325,0.5164
8783,UserCF,2,3250370,0.4082
8783,UserCF,3,4474190,0.4082
8783,ItemCF,1,4684457,0.5
8783,ItemCF,2,871771,0.4082
8783,ItemCF,3,2569028,0.2887
8789,UserCF,1,2458681,0.7071
8789,UserCF,2,2405231,0.4743
8789,UserCF,3,2027792,0.4743
8789,ItemCF,1,3460113,0.3746
8789,ItemCF,2,203244,0.3746
8789,ItemCF,3,690638,0.3062
9237,UserCF,1,3868419,0.8165
9237,UserCF,2,895163,0.8165
9237,UserCF,3,1692072,0.5477
9237,ItemCF,1,3009448,0.4082
9237,ItemCF,2,895163,0.291
9237,ItemCF,3,1724974,0.2697
9242,UserCF,1,3141857,0.8556
9242,UserCF,2,5110762,0.5222
9242,UserCF,3,2268318,0.5222
9242,ItemCF,1,2268318,0.3873
9242,ItemCF,2,3141857,0.3056
9242,ItemCF,3,1848355,0.2887
10483,UserCF,1,4479636,0.8165
10483,UserCF,2,5113006,0.7416
10483,UserCF,3,68746,0.5477
10483,ItemCF,1,68746,0.416
10483,ItemCF,2,5113006,0.4082
10483,ItemCF,3,752740,0.3536
10771,UserCF,1,1048127,0.5443
10771,UserCF,2,137934,0.5222
10771,UserCF,3,3831317,0.5164
10771,ItemCF,1,3831317,0.3536
10771,ItemCF,2,137934,0.3354
10771,ItemCF,3,1048127,0.3244
11078,UserCF,1,4927282,0.6708
11078,UserCF,2,2469337,0.6172
11078,UserCF,3,2971467,0.4082
11078,ItemCF,1,4927282,0.5477
11078,ItemCF,2,2469337,0.5298
11078,ItemCF,3,2971467,0.2887
11156,UserCF,1,2364679,0.9598
11156,UserCF,2,4831232,0.8447
11156,UserCF,3,4838935,0.7698
11156,ItemCF,1,4838935,0.3213
11156,ItemCF,2,5116409,0.3111
11156,ItemCF,3,1672333,0.2722
11312,UserCF,1,1541734,0.5164
11312,UserCF,2,3694731,0.5
11312,UserCF,3,1648449,0.5
11312,ItemCF,1,268669,0.6325
11312,ItemCF,2,2573430,0.4082
11312,ItemCF,3,544943,0.2774
11403,UserCF,1,4202788,0.5477
11403,UserCF,2,3174951,0.5222
11403,UserCF,3,3389952,0.4082
11403,ItemCF,1,2201726,0.5
11403,ItemCF,2,3174951,0.4629
11403,ItemCF,3,4202788,0.416
11769,UserCF,1,4414849,0.6969
11769,UserCF,2,2019319,0.5477
11769,UserCF,3,3274614,0.5477
11769,ItemCF,1,2848150,0.3536
11769,ItemCF,2,5100654,0.3333
11769,ItemCF,3,1228800,0.3333
11863,UserCF,1,5057288,0.5477
11863,UserCF,2,237119,0.5164
11863,UserCF,3,180945,0.4082
11863,ItemCF,1,2342635,0.2857
11863,ItemCF,2,4117417,0.2673
11863,ItemCF,3,237119,0.252
12229,UserCF,1,1212055,0.4082
12229,UserCF,2,1075098,0.4082
12229,UserCF,3,279675,0.4082
12229,ItemCF,1,1075098,0.3162
12229,ItemCF,2,3939946,0.2582
12229,ItemCF,3,3949347,0.2357
12554,UserCF,1,2764746,0.6969
12554,UserCF,2,2032668,0.5774
12554,UserCF,3,1964010,0.5774
12554,ItemCF,1,3176113,0.4082
12554,ItemCF,2,4876003,0.2182
12554,ItemCF,3,4448187,0.1667
13507,UserCF,1,1469909,0.7237
13507,UserCF,2,3121645,0.6068
13507,UserCF,3,3769445,0.6068
13507,ItemCF,1,3503155,0.866
13507,ItemCF,2,1469909,0.5446
13507,ItemCF,3,3810173,0.433
13516,UserCF,1,4839658,1.1921
13516,UserCF,2,3256898,0.7698
13516,UserCF,3,4807195,0.5774
13516,ItemCF,1,3508368,0.4472
13516,ItemCF,2,4839658,0.2863
13516,ItemCF,3,81449,0.2582
13691,UserCF,1,5113006,0.7416
13691,UserCF,2,4508684,0.5477
13691,UserCF,3,4493450,0.4082
13691,ItemCF,1,5113006,0.4082
13691,ItemCF,2,4508684,0.3721
13691,ItemCF,3,4608162,0.3354
13939,UserCF,1,1611933,0.7746
13939,UserCF,2,4443059,0.7746
13939,UserCF,3,1379885,0.7385
13939,ItemCF,1,460586,0.5669
13939,ItemCF,2,2418104,0.4009
13939,ItemCF,3,4714261,0.3419
14702,UserCF,1,3711309,0.5477
14702,UserCF,2,4112015,0.5164
14702,UserCF,3,2900535,0.4201
14702,ItemCF,1,2900535,0.2308
14702,ItemCF,2,4112015,0.2097
14702,ItemCF,3,1004961,0.2097
14916,UserCF,1,3634446,0.5477
14916,UserCF,2,3159978,0.5164
14916,UserCF,3,4872601,0.4082
14916,ItemCF,1,58950,0.3536
14916,ItemCF,2,3634446,0.2268
14916,ItemCF,3,4858377,0.1826
14931,UserCF,1,3713224,1.2247
14931,UserCF,2,393880,0.5477
14931,UserCF,3,2963566,0.4714
14931,ItemCF,1,3713224,0.6944
14931,ItemCF,2,2963566,0.3482
14931,ItemCF,3,1850882,0.2887
15218,UserCF,1,4707756,0.5222
15218,UserCF,2,1223110,0.5222
15218,UserCF,3,3735346,0.4082
15218,ItemCF,1,4468885,0.5
15218,ItemCF,2,4707756,0.3464
15218,ItemCF,3,3173831,0.2887
15469,UserCF,1,3272760,0.956
15469,UserCF,2,3836557,0.5477
15469,UserCF,3,4843948,0.5222
15469,ItemCF,1,3272760,0.4472
15469,ItemCF,2,2439398,0.4009
15469,ItemCF,3,4337209,0.378
15916,UserCF,1,3244134,0.8164
15916,UserCF,2,2726951,0.7227
15916,UserCF,3,2353009,0.6364
15916,ItemCF,1,5002008,0.5477
15916,ItemCF,2,3303274,0.3873
15916,ItemCF,3,2811801,0.3873
16705,UserCF,1,1144343,0.5477
16705,UserCF,2,845822,0.5477
16705,UserCF,3,3311452,0.4082
16705,ItemCF,1,1144343,0.6396
16705,ItemCF,2,845822,0.3536
16705,ItemCF,3,3311452,0.2041
16824,UserCF,1,4216439,0.5547
16824,UserCF,2,4211339,0.5547
16824,UserCF,3,1395562,0.4523
16824,ItemCF,1,3368542,0.4472
16824,ItemCF,2,2901145,0.3162
16824,ItemCF,3,1395562,0.2928
17335,UserCF,1,2099112,0.7303
17335,UserCF,2,3990741,0.5477
17335,UserCF,3,4413978,0.5477
17335,ItemCF,1,4313336,0.3273
17335,ItemCF,2,2426809,0.2673
17335,ItemCF,3,4611207,0.2582
17384,UserCF,1,1469909,0.7698
17384,UserCF,2,3624285,0.7416
17384,UserCF,3,4258782,0.5477
17384,ItemCF,1,4576492,0.4867
17384,ItemCF,2,1469909,0.3234
17384,ItemCF,3,47344,0.25
17592,UserCF,1,609574,0.5477
17592,UserCF,2,2331370,0.5258
17592,UserCF,3,4757417,0.5
17592,ItemCF,1,609574,0.3638
17592,ItemCF,2,2056860,0.25
17592,ItemCF,3,2459513,0.25
17699,UserCF,1,3485136,1.8914
17699,UserCF,2,3004746,1.178
17699,UserCF,3,803044,0.5516
17699,ItemCF,1,3485136,0.3235
17699,ItemCF,2,4618126,0.2828
17699,ItemCF,3,265985,0.2357
17777,UserCF,1,3231778,0.5477
17777,UserCF,2,1154789,0.5477
17777,UserCF,3,300812,0.5477
17777,ItemCF,1,3231778,0.416
17777,ItemCF,2,300812,0.2942
17777,ItemCF,3,4785201,0.1961
18074,UserCF,1,2823353,0.7071
18074,UserCF,2,2319849,0.4851
18074,UserCF,3,1894664,0.4743
18074,ItemCF,1,2569028,0.4082
18074,ItemCF,2,1987784,0.3536
18074,ItemCF,3,2118946,0.3086
18639,UserCF,1,1493764,1.0733
18639,UserCF,2,979816,0.7171
18639,UserCF,3,145860,0.7155
18639,ItemCF,1,1493764,0.7778
18639,ItemCF,2,979816,0.5303
18639,ItemCF,3,4085561,0.433
18646,UserCF,1,5118763,1.2247
18646,UserCF,2,2829056,0.5164
18646,UserCF,3,4215803,0.4082
18646,ItemCF,1,5118763,0.5196
18646,ItemCF,2,636065,0.4472
18646,ItemCF,3,3288464,0.2582
18986,UserCF,1,1596089,0.8811
18986,UserCF,2,832991,0.8333
18986,UserCF,3,2303768,0.6969
18986,ItemCF,1,2845198,0.5
18986,ItemCF,2,2023128,0.3062
18986,ItemCF,3,1596089,0.2774
19155,UserCF,1,1063877,0.8321
19155,UserCF,2,3571152,0.4851
19155,UserCF,3,3836557,0.4743
19155,ItemCF,1,1063877,0.4729
19155,ItemCF,2,1182310,0.4629
19155,ItemCF,3,3571152,0.3299
19501,UserCF,1,3824997,0.4928
19501,UserCF,2,5057288,0.4714
19501,UserCF,3,1867670,0.4714
19501,ItemCF,1,1532760,0.8165
19501,ItemCF,2,3824997,0.3482
19501,ItemCF,3,3104240,0.3086
20329,UserCF,1,1503702,0.9305
20329,UserCF,2,4939602,0.9305
20329,UserCF,3,2160443,0.7303
20329,ItemCF,1,4445061,0.5477
20329,ItemCF,2,4939602,0.4619
20329,ItemCF,3,2160443,0.4472
21275,UserCF,1,1930411,0.9649
21275,UserCF,2,1451775,0.9649
21275,UserCF,3,784651,0.5477
21275,ItemCF,1,1451775,0.7348
21275,ItemCF,2,1930411,0.6211
21275,ItemCF,3,784651,0.3586
21333,UserCF,1,5069542,1.0607
21333,UserCF,2,3892770,0.6422
21333,UserCF,3,1843785,0.5774
21333,ItemCF,1,5069542,0.4629
21333,ItemCF,2,2458681,0.378
21333,ItemCF,3,5096011,0.1961
21693,UserCF,1,4550052,0.5477
21693,UserCF,2,1482535,0.5443
21693,UserCF,3,2981742,0.5
21693,ItemCF,1,1405546,0.2887
21693,ItemCF,2,300367,0.2
21693,ItemCF,3,2981742,0.1809
21891,UserCF,1,4756124,1.1921
21891,UserCF,2,3735183,0.5477
21891,UserCF,3,2620478,0.4082
21891,ItemCF,1,4756124,0.7833
21891,ItemCF,2,313454,0.6124
21891,ItemCF,3,3735183,0.3721
22237,UserCF,1,2601044,0.7746
22237,UserCF,2,4270934,0.6364
22237,UserCF,3,4359138,0.4743
22237,ItemCF,1,4270934,1.2481
22237,ItemCF,2,1460382,0.416
22237,ItemCF,3,1860495,0.3873
22571,UserCF,1,4542307,1.2751
22571,UserCF,2,694434,1.2481
22571,UserCF,3,181419,0.6319
22571,ItemCF,1,4106103,0.4082
22571,ItemCF,2,694434,0.3949
22571,ItemCF,3,5099668,0.3873
22575,UserCF,1,3676378,1.2366
22575,UserCF,2,4572617,0.6422
22575,UserCF,3,5146440,0.5387
22575,ItemCF,1,3778205,0.3162
22575,ItemCF,2,3729186,0.3162
22575,ItemCF,3,5146440,0.2913
23128,UserCF,1,3629316,0.7698
23128,UserCF,2,1136613,0.7698
23128,UserCF,3,1846009,0.5774
23128,ItemCF,1,1136613,1.0
23128,ItemCF,2,4117954,0.4804
23128,ItemCF,3,3629316,0.3651
23177,UserCF,1,3077270,1.0206
23177,UserCF,2,2842016,0.6396
23177,UserCF,3,2484493,0.6396
23177,ItemCF,1,4612796,0.5345
23177,ItemCF,2,3077270,0.2802
23177,ItemCF,3,2484493,0.2572
23297,UserCF,1,3942769,0.9045
23297,UserCF,2,5042305,0.9045
23297,UserCF,3,4185538,0.7071
23297,ItemCF,1,5042305,0.3873
23297,ItemCF,2,1215860,0.2041
23297,ItemCF,3,3942769,0.1531
23320,UserCF,1,4294970,0.5
23320,UserCF,2,2006551,0.5
23320,UserCF,3,3159978,0.4082
23320,ItemCF,1,3273625,0.2041
23320,ItemCF,2,2419942,0.1826
23320,ItemCF,3,1754312,0.1826
23413,UserCF,1,1434990,0.6708
23413,UserCF,2,5119968,0.5
23413,UserCF,3,2604841,0.5
23413,ItemCF,1,1434990,0.2357
23413,ItemCF,2,2604841,0.1925
23413,ItemCF,3,904975,0.1925
23551,UserCF,1,4408134,0.6969
23551,UserCF,2,990710,0.622
23551,UserCF,3,1126959,0.5164
23551,ItemCF,1,4408134,0.3271
23551,ItemCF,2,5133081,0.2887
23551,ItemCF,3,4875069,0.2673
23624,UserCF,1,1850378,0.4743
23624,UserCF,2,1596089,0.4743
23624,UserCF,3,2789215,0.4523
23624,ItemCF,1,441179,0.2887
23624,ItemCF,2,4117417,0.2887
23624,ItemCF,3,37566,0.2739
23678,UserCF,1,2706796,0.5
23678,UserCF,2,3188907,0.5
23678,UserCF,3,3506150,0.5
23678,ItemCF,1,1520281,0.2357
23678,ItemCF,2,2706796,0.2182
23678,ItemCF,3,2023751,0.2041
23848,UserCF,1,1257288,1.2069
23848,UserCF,2,4625350,0.6543
23848,UserCF,3,624903,0.4216
23848,ItemCF,1,1257288,0.8006
23848,ItemCF,2,4625350,0.4807
23848,ItemCF,3,4156740,0.378
23944,UserCF,1,730246,1.46
23944,UserCF,2,5079892,0.5
23944,UserCF,3,4736400,0.5
23944,ItemCF,1,4073414,0.7071
23944,ItemCF,2,730246,0.4009
23944,ItemCF,3,1143624,0.2887
24014,UserCF,1,2776148,0.6708
24014,UserCF,2,1894664,0.5774
24014,UserCF,3,385643,0.5774
24014,ItemCF,1,1969563,0.2673
24014,ItemCF,2,2229603,0.252
24014,ItemCF,3,2776148,0.2417
24040,UserCF,1,3814465,0.686
24040,UserCF,2,674193,0.686
24040,UserCF,3,5161641,0.198
24040,ItemCF,1,5161641,0.3651
24040,ItemCF,2,3064521,0.3162
24040,ItemCF,3,3330905,0.2582
24044,UserCF,1,4578250,0.6708
24044,UserCF,2,1099373,0.6708
24044,UserCF,3,4253629,0.5477
24044,ItemCF,1,2591314,0.4009
24044,ItemCF,2,2393824,0.4009
24044,ItemCF,3,1747893,0.303
24185,UserCF,1,2704379,0.6396
24185,UserCF,2,3848072,0.5
24185,UserCF,3,1157253,0.5
24185,ItemCF,1,2704379,0.3693
24185,ItemCF,2,2858109,0.2357
24185,ItemCF,3,1157253,0.2041
24366,UserCF,1,1140942,0.5601
24366,UserCF,2,3852566,0.4082
24366,UserCF,3,1534121,0.4082
24366,ItemCF,1,1418619,0.2182
24366,ItemCF,2,2775696,0.2041
24366,ItemCF,3,1140942,0.2041
24403,UserCF,1,1636256,0.6667
24403,UserCF,2,3869296,0.5
24403,UserCF,3,2228609,0.5
24403,ItemCF,1,1636256,0.3234
24403,ItemCF,2,742504,0.2887
24403,ItemCF,3,1525411,0.2357
24572,UserCF,1,2338453,0.6422
24572,UserCF,2,1346583,0.4743
24572,UserCF,3,329504,0.4743
24572,ItemCF,1,1346583,0.2928
24572,ItemCF,2,2655239,0.2673
24572,ItemCF,3,2234180,0.2673
24580,UserCF,1,3159978,0.5
24580,ItemCF,1,3159978,0.1768
24671,UserCF,1,4806850,1.0791
24671,UserCF,2,395399,1.0607
24671,UserCF,3,3755965,0.9428
24671,ItemCF,1,1220546,0.3721
24671,ItemCF,2,2260720,0.3235
24671,ItemCF,3,4806850,0.201
24765,UserCF,1,1044184,0.6396
24765,UserCF,2,764155,0.6396
24765,UserCF,3,3332546,0.5774
24765,ItemCF,1,764155,0.433
24765,ItemCF,2,2407767,0.3162
24765,ItemCF,3,1044184,0.2739
25008,UserCF,1,4634635,1.1124
25008,UserCF,2,4830796,0.7845
25008,UserCF,3,4773878,0.7845
25008,ItemCF,1,4495089,0.3223
25008,ItemCF,2,4830796,0.2279
25008,ItemCF,3,3189426,0.2108
25128,UserCF,1,139351,1.9082
25128,UserCF,2,692510,1.0774
25128,UserCF,3,4314945,0.6325
25128,ItemCF,1,139351,0.5832
25128,ItemCF,2,692510,0.1709
25128,ItemCF,3,4685261,0.1543
25174,UserCF,1,1494781,1.46
25174,UserCF,2,427937,0.6708
25174,UserCF,3,3384079,0.6667
25174,ItemCF,1,287217,0.4472
25174,ItemCF,2,1494781,0.3721
25174,ItemCF,3,3384079,0.2864
25339,UserCF,1,2648375,0.6124
25339,UserCF,2,3752657,0.5
25339,UserCF,3,2411942,0.5
25339,ItemCF,1,1553797,0.5
25339,ItemCF,2,3752657,0.416
25339,ItemCF,3,3057261,0.3162
25402,UserCF,1,3670888,1.2247
25402,UserCF,2,4621111,0.4082
25402,UserCF,3,4875069,0.4082
25402,ItemCF,1,3670888,0.45
25402,ItemCF,2,4875069,0.3536
25402,ItemCF,3,4702207,0.25
25578,UserCF,1,5036799,0.433
25578,UserCF,2,4858377,0.3536
25578,UserCF,3,2466347,0.3536
25578,ItemCF,1,780508,0.2887
25578,ItemCF,2,441179,0.2887
25578,ItemCF,3,2342635,0.2857
25795,UserCF,1,320194,0.6708
25795,UserCF,2,2818406,0.5774
25795,UserCF,3,3337290,0.5669
25795,ItemCF,1,3337290,0.416
25795,ItemCF,2,2901145,0.3536
25795,ItemCF,3,1841984,0.3397
25852,UserCF,1,568914,0.6422
25852,UserCF,2,2876972,0.5774
25852,UserCF,3,3858784,0.4743
25852,ItemCF,1,2181661,0.3333
25852,ItemCF,2,1724974,0.2697
25852,ItemCF,3,568914,0.239
26062,UserCF,1,646297,0.6325
26062,UserCF,2,2016392,0.5669
26062,UserCF,3,2888294,0.5
26062,ItemCF,1,4149849,0.1543
26062,ItemCF,2,1438064,0.1291
26062,ItemCF,3,723406,0.1291
26213,UserCF,1,4998080,0.5
26213,UserCF,2,3563468,0.5
26213,UserCF,3,2161195,0.5
26213,ItemCF,1,2069190,0.4082
26213,ItemCF,2,1538612,0.2182
26213,ItemCF,3,4998080,0.2041
26263,UserCF,1,3685477,0.6708
26263,UserCF,2,1174823,0.5774
26263,UserCF,3,999712,0.5774
26263,ItemCF,1,3685477,0.2425
26263,ItemCF,2,1360399,0.2236
26263,ItemCF,3,2182145,0.189
26315,UserCF,1,4337209,0.6547
26315,UserCF,2,4473288,0.6547
26315,UserCF,3,2389496,0.6547
26315,ItemCF,1,4337209,1.1339
26315,ItemCF,2,4473288,0.8018
26315,ItemCF,3,1556835,0.6963
26370,UserCF,1,4196699,0.5
26370,UserCF,2,2878537,0.5
26370,UserCF,3,3000506,0.5
26370,ItemCF,1,2878537,0.5
26370,ItemCF,2,4654136,0.1508
26370,ItemCF,3,2393824,0.1508
26633,UserCF,1,2914470,0.6325
26633,UserCF,2,3848072,0.5883
26633,UserCF,3,2667082,0.5883
26633,ItemCF,1,4292331,0.7071
26633,ItemCF,2,207788,0.5883
26633,ItemCF,3,1829244,0.2631
26669,UserCF,1,1274300,0.6708
26669,UserCF,2,4091349,0.5
26669,UserCF,3,2863516,0.5
26669,ItemCF,1,4572672,0.4472
26669,ItemCF,2,1274300,0.3078
26669,ItemCF,3,2863516,0.2582
26845,UserCF,1,139351,1.9082
26845,UserCF,2,2930515,0.686
26845,UserCF,3,1859883,0.6396
26845,ItemCF,1,139351,0.5832
26845,ItemCF,2,122944,0.378
26845,ItemCF,3,2930515,0.3223
26884,UserCF,1,1846009,0.6708
26884,UserCF,2,932794,0.6708
26884,UserCF,3,29564,0.5
26884,ItemCF,1,932794,0.416
26884,ItemCF,2,1846009,0.1774
26884,ItemCF,3,5055776,0.1601
27007,UserCF,1,3714526,0.8165
27007,UserCF,2,2015258,0.5222
27007,UserCF,3,1442256,0.4082
27007,ItemCF,1,2015258,0.2372
27007,ItemCF,2,97714,0.1826
27007,ItemCF,3,4702207,0.1667
27147,UserCF,1,2533146,0.6325
27147,UserCF,2,3022025,0.5345
27147,UserCF,3,3881370,0.5
27147,ItemCF,1,3022025,0.3849
27147,ItemCF,2,2533146,0.3651
27147,ItemCF,3,3881370,0.2887
27183,UserCF,1,866111,0.6396
27183,UserCF,2,4216439,0.6396
27183,UserCF,3,4835633,0.5774
27183,ItemCF,1,5096862,0.2357
27183,ItemCF,2,98726,0.2357
27183,ItemCF,3,866111,0.2121
27191,UserCF,1,3597087,0.5
27191,UserCF,2,5069839,0.4082
27191,UserCF,3,491952,0.4082
27191,ItemCF,1,4826027,0.5
27191,ItemCF,2,3249073,0.3536
27191,ItemCF,3,3597087,0.3536
